O*NET-SOC 2010 Code,O*NET-SOC 2010 Title,teleworkable,O*NET-SOC 2019 Code,O*NET-SOC 2019 Title,2018 SOC Code,2018 SOC Title,2010 Census Code
43-4141.00,New Accounts Clerks,0,43-4141.00,New Accounts Clerks,43-4141,New Accounts Clerks,5340
43-4151.00,Order Clerks,1,43-4151.00,Order Clerks,43-4151,Order Clerks,5350
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",1,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",5360
43-4171.00,Receptionists and Information Clerks,0,43-4171.00,Receptionists and Information Clerks,43-4171,Receptionists and Information Clerks,5400
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,0,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,5410
43-5011.00,Cargo and Freight Agents,1,43-5011.00,Cargo and Freight Agents,43-5011,Cargo and Freight Agents,5500
43-5011.01,Freight Forwarders,1,43-5011.01,Freight Forwarders,43-5011,Cargo and Freight Agents,5500
43-5021.00,Couriers and Messengers,1,43-5021.00,Couriers and Messengers,43-5021,Couriers and Messengers,5510
43-5031.00,"Police, Fire, and Ambulance Dispatchers",0,43-5031.00,Public Safety Telecommunicators,43-5031,Public Safety Telecommunicators,5520
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",1,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",5520
43-5041.00,"Meter Readers, Utilities",0,43-5041.00,"Meter Readers, Utilities",43-5041,"Meter Readers, Utilities",5530
43-5051.00,Postal Service Clerks,0,43-5051.00,Postal Service Clerks,43-5051,Postal Service Clerks,5540
43-5052.00,Postal Service Mail Carriers,0,43-5052.00,Postal Service Mail Carriers,43-5052,Postal Service Mail Carriers,5550
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",5560
43-5061.00,"Production, Planning, and Expediting Clerks",0,43-5061.00,"Production, Planning, and Expediting Clerks",43-5061,"Production, Planning, and Expediting Clerks",5600
43-5071.00,"Shipping, Receiving, and Traffic Clerks",0,43-5071.00,"Shipping, Receiving, and Inventory Clerks",43-5071,"Shipping, Receiving, and Inventory Clerks",5610
43-5081.01,"Stock Clerks, Sales Floor",0,53-7065.00,Stockers and Order Fillers,53-7065,Stockers and Order Fillers,5620
43-5081.02,Marking Clerks,1,53-7065.00,Stockers and Order Fillers,53-7065,Stockers and Order Fillers,5620
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",0,53-7065.00,Stockers and Order Fillers,53-7065,Stockers and Order Fillers,5620
43-5081.04,"Order Fillers, Wholesale and Retail Sales",0,53-7065.00,Stockers and Order Fillers,53-7065,Stockers and Order Fillers,5620
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",5630
43-6011.00,Executive Secretaries and Executive Administrative Assistants,1,43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-6011,Executive Secretaries and Executive Administrative Assistants,5700
43-6012.00,Legal Secretaries,1,43-6012.00,Legal Secretaries and Administrative Assistants,43-6012,Legal Secretaries and Administrative Assistants,5700
43-6013.00,Medical Secretaries,1,43-6013.00,Medical Secretaries and Administrative Assistants,43-6013,Medical Secretaries and Administrative Assistants,5700
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",5700
43-9011.00,Computer Operators,1,15-1299.00,"Computer Occupations, All Other",15-1299,"Computer Occupations, All Other",1107
43-9021.00,Data Entry Keyers,1,43-9021.00,Data Entry Keyers,43-9021,Data Entry Keyers,5810
43-9022.00,Word Processors and Typists,1,43-9022.00,Word Processors and Typists,43-9022,Word Processors and Typists,5820
43-9031.00,Desktop Publishers,1,43-9031.00,Desktop Publishers,43-9031,Desktop Publishers,5830
43-9041.01,Insurance Claims Clerks,1,43-9041.00,Insurance Claims and Policy Processing Clerks,43-9041,Insurance Claims and Policy Processing Clerks,5840
43-9041.02,Insurance Policy Processing Clerks,1,43-9041.00,Insurance Claims and Policy Processing Clerks,43-9041,Insurance Claims and Policy Processing Clerks,5840
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",1,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",5850
43-9061.00,"Office Clerks, General",1,43-9061.00,"Office Clerks, General",43-9061,"Office Clerks, General",5860
43-9071.00,"Office Machine Operators, Except Computer",1,43-9071.00,"Office Machine Operators, Except Computer",43-9071,"Office Machine Operators, Except Computer",5900
43-9081.00,Proofreaders and Copy Markers,1,43-9081.00,Proofreaders and Copy Markers,43-9081,Proofreaders and Copy Markers,5910
43-9111.00,Statistical Assistants,1,43-9111.00,Statistical Assistants,43-9111,Statistical Assistants,5920
43-9111.01,Bioinformatics Technicians,1,15-2099.01,Bioinformatics Technicians,15-2099,"Mathematical Science Occupations, All Other",1240
45-1011.05,First-Line Supervisors of Logging Workers,0,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6005
45-1011.06,First-Line Supervisors of Aquacultural Workers,0,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6005
45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers,1,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6005
45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers,0,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6005
45-2011.00,Agricultural Inspectors,0,45-2011.00,Agricultural Inspectors,45-2011,Agricultural Inspectors,6010
45-2021.00,Animal Breeders,0,45-2021.00,Animal Breeders,45-2021,Animal Breeders,6020
45-2041.00,"Graders and Sorters, Agricultural Products",0,45-2041.00,"Graders and Sorters, Agricultural Products",45-2041,"Graders and Sorters, Agricultural Products",6040
45-2091.00,Agricultural Equipment Operators,0,45-2091.00,Agricultural Equipment Operators,45-2091,Agricultural Equipment Operators,6050
45-2092.01,Nursery Workers,0,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6050
45-2092.02,"Farmworkers and Laborers, Crop",0,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6050
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6050
45-3011.00,Fishers and Related Fishing Workers,0,45-3031.00,Fishing and Hunting Workers,45-3031,Fishing and Hunting Workers,6050
45-3021.00,Hunters and Trappers,0,45-3031.00,Fishing and Hunting Workers,45-3031,Fishing and Hunting Workers,6050
45-4011.00,Forest and Conservation Workers,0,45-4011.00,Forest and Conservation Workers,45-4011,Forest and Conservation Workers,6120
45-4021.00,Fallers,0,45-4021.00,Fallers,45-4021,Fallers,6130
45-4022.00,Logging Equipment Operators,0,45-4022.00,Logging Equipment Operators,45-4022,Logging Equipment Operators,6130
45-4023.00,Log Graders and Scalers,0,45-4023.00,Log Graders and Scalers,45-4023,Log Graders and Scalers,6130
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,0,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,6200
47-1011.03,Solar Energy Installation Managers,0,47-1011.03,Solar Energy Installation Managers,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,6200
47-2011.00,Boilermakers,0,47-2011.00,Boilermakers,47-2011,Boilermakers,6210
47-2021.00,Brickmasons and Blockmasons,0,47-2021.00,Brickmasons and Blockmasons,47-2021,Brickmasons and Blockmasons,6220
47-2022.00,Stonemasons,0,47-2022.00,Stonemasons,47-2022,Stonemasons,6220
47-2031.01,Construction Carpenters,0,47-2031.00,Carpenters,47-2031,Carpenters,6230
47-2031.02,Rough Carpenters,0,47-2031.00,Carpenters,47-2031,Carpenters,6230
47-2041.00,Carpet Installers,0,47-2041.00,Carpet Installers,47-2041,Carpet Installers,6240
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",6240
47-2043.00,Floor Sanders and Finishers,0,47-2043.00,Floor Sanders and Finishers,47-2043,Floor Sanders and Finishers,6240
47-2044.00,Tile and Marble Setters,0,47-2044.00,Tile and Stone Setters,47-2044,Tile and Stone Setters,6240
47-2051.00,Cement Masons and Concrete Finishers,0,47-2051.00,Cement Masons and Concrete Finishers,47-2051,Cement Masons and Concrete Finishers,6250
47-2053.00,Terrazzo Workers and Finishers,0,47-2053.00,Terrazzo Workers and Finishers,47-2053,Terrazzo Workers and Finishers,6250
47-2061.00,Construction Laborers,0,47-2061.00,Construction Laborers,47-2061,Construction Laborers,6260
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",0,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",6300
47-2072.00,Pile-Driver Operators,0,47-2072.00,Pile Driver Operators,47-2072,Pile Driver Operators,6310
47-2073.00,Operating Engineers and Other Construction Equipment Operators,0,47-2073.00,Operating Engineers and Other Construction Equipment Operators,47-2073,Operating Engineers and Other Construction Equipment Operators,6320
47-2081.00,Drywall and Ceiling Tile Installers,0,47-2081.00,Drywall and Ceiling Tile Installers,47-2081,Drywall and Ceiling Tile Installers,6330
47-2082.00,Tapers,0,47-2082.00,Tapers,47-2082,Tapers,6330
47-2111.00,Electricians,0,47-2111.00,Electricians,47-2111,Electricians,6355
47-2121.00,Glaziers,0,47-2121.00,Glaziers,47-2121,Glaziers,6360
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",0,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",47-2131,"Insulation Workers, Floor, Ceiling, and Wall",6400
47-2132.00,"Insulation Workers, Mechanical",0,47-2132.00,"Insulation Workers, Mechanical",47-2132,"Insulation Workers, Mechanical",6400
47-2141.00,"Painters, Construction and Maintenance",0,47-2141.00,"Painters, Construction and Maintenance",47-2141,"Painters, Construction and Maintenance",6420
47-2142.00,Paperhangers,0,47-2142.00,Paperhangers,47-2142,Paperhangers,6430
47-2151.00,Pipelayers,0,47-2151.00,Pipelayers,47-2151,Pipelayers,6440
47-2152.01,Pipe Fitters and Steamfitters,0,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",47-2152,"Plumbers, Pipefitters, and Steamfitters",6440
47-2152.02,Plumbers,0,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",47-2152,"Plumbers, Pipefitters, and Steamfitters",6440
47-2161.00,Plasterers and Stucco Masons,0,47-2161.00,Plasterers and Stucco Masons,47-2161,Plasterers and Stucco Masons,6460
47-2171.00,Reinforcing Iron and Rebar Workers,0,47-2171.00,Reinforcing Iron and Rebar Workers,47-2171,Reinforcing Iron and Rebar Workers,6500
47-2181.00,Roofers,0,47-2181.00,Roofers,47-2181,Roofers,6515
47-2211.00,Sheet Metal Workers,0,47-2211.00,Sheet Metal Workers,47-2211,Sheet Metal Workers,6520
47-2221.00,Structural Iron and Steel Workers,0,47-2221.00,Structural Iron and Steel Workers,47-2221,Structural Iron and Steel Workers,6530
47-2231.00,Solar Photovoltaic Installers,0,47-2231.00,Solar Photovoltaic Installers,47-2231,Solar Photovoltaic Installers,6540
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",6600
47-3012.00,Helpers--Carpenters,0,47-3012.00,Helpers--Carpenters,47-3012,Helpers--Carpenters,6600
47-3013.00,Helpers--Electricians,0,47-3013.00,Helpers--Electricians,47-3013,Helpers--Electricians,6600
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",6600
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",6600
47-3016.00,Helpers--Roofers,0,47-3016.00,Helpers--Roofers,47-3016,Helpers--Roofers,6600
47-4011.00,Construction and Building Inspectors,0,47-4011.00,Construction and Building Inspectors,47-4011,Construction and Building Inspectors,6660
47-4021.00,Elevator Installers and Repairers,0,47-4021.00,Elevator and Escalator Installers and Repairers,47-4021,Elevator and Escalator Installers and Repairers,6700
47-4031.00,Fence Erectors,0,47-4031.00,Fence Erectors,47-4031,Fence Erectors,6710
47-4041.00,Hazardous Materials Removal Workers,0,47-4041.00,Hazardous Materials Removal Workers,47-4041,Hazardous Materials Removal Workers,6720
47-4051.00,Highway Maintenance Workers,0,47-4051.00,Highway Maintenance Workers,47-4051,Highway Maintenance Workers,6730
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,0,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,47-4061,Rail-Track Laying and Maintenance Equipment Operators,6740
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,0,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,6750
47-4091.00,Segmental Pavers,0,47-4091.00,Segmental Pavers,47-4091,Segmental Pavers,6765
47-4099.02,Solar Thermal Installers and Technicians,1,47-2152.04,Solar Thermal Installers and Technicians,47-2152,"Plumbers, Pipefitters, and Steamfitters",6440
47-4099.03,Weatherization Installers and Technicians,0,47-4099.03,Weatherization Installers and Technicians,47-4099,"Construction and Related Workers, All Other",6765
47-5011.00,"Derrick Operators, Oil and Gas",0,47-5011.00,"Derrick Operators, Oil and Gas",47-5011,"Derrick Operators, Oil and Gas",6800
47-5012.00,"Rotary Drill Operators, Oil and Gas",0,47-5012.00,"Rotary Drill Operators, Oil and Gas",47-5012,"Rotary Drill Operators, Oil and Gas",6800
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",0,47-5013.00,"Service Unit Operators, Oil and Gas",47-5013,"Service Unit Operators, Oil and Gas",6800
47-5021.00,"Earth Drillers, Except Oil and Gas",0,47-5023.00,"Earth Drillers, Except Oil and Gas",47-5023,"Earth Drillers, Except Oil and Gas",6820
47-5021.00,"Earth Drillers, Except Oil and Gas",0,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",6830
47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",0,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",6830
47-5041.00,Continuous Mining Machine Operators,0,47-5041.00,Continuous Mining Machine Operators,47-5041,Continuous Mining Machine Operators,6840
47-5042.00,Mine Cutting and Channeling Machine Operators,0,47-5049.00,"Underground Mining Machine Operators, All Other",47-5049,"Underground Mining Machine Operators, All Other",6910
47-5051.00,"Rock Splitters, Quarry",0,47-5051.00,"Rock Splitters, Quarry",47-5051,"Rock Splitters, Quarry",6940
47-5061.00,"Roof Bolters, Mining",0,47-5043.00,"Roof Bolters, Mining",47-5043,"Roof Bolters, Mining",6910
47-5071.00,"Roustabouts, Oil and Gas",0,47-5071.00,"Roustabouts, Oil and Gas",47-5071,"Roustabouts, Oil and Gas",6920
47-5081.00,Helpers--Extraction Workers,0,47-5081.00,Helpers--Extraction Workers,47-5081,Helpers--Extraction Workers,6940
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",7000
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2011,"Computer, Automated Teller, and Office Machine Repairers",7010
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",0,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",7020
49-2021.01,Radio Mechanics,0,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",7020
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",7020
49-2091.00,Avionics Technicians,0,49-2091.00,Avionics Technicians,49-2091,Avionics Technicians,7030
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",0,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-2092,"Electric Motor, Power Tool, and Related Repairers",7040
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7050
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",7100
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",7100
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",0,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",7110
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,0,49-2097.00,Audiovisual Equipment Installers and Repairers,49-2097,Audiovisual Equipment Installers and Repairers,7120
49-2098.00,Security and Fire Alarm Systems Installers,0,49-2098.00,Security and Fire Alarm Systems Installers,49-2098,Security and Fire Alarm Systems Installers,7130
49-3011.00,Aircraft Mechanics and Service Technicians,0,49-3011.00,Aircraft Mechanics and Service Technicians,49-3011,Aircraft Mechanics and Service Technicians,7140
49-3021.00,Automotive Body and Related Repairers,0,49-3021.00,Automotive Body and Related Repairers,49-3021,Automotive Body and Related Repairers,7150
49-3022.00,Automotive Glass Installers and Repairers,0,49-3022.00,Automotive Glass Installers and Repairers,49-3022,Automotive Glass Installers and Repairers,7160
49-3023.01,Automotive Master Mechanics,0,49-3023.00,Automotive Service Technicians and Mechanics,49-3023,Automotive Service Technicians and Mechanics,7200
49-3023.02,Automotive Specialty Technicians,0,49-3023.00,Automotive Service Technicians and Mechanics,49-3023,Automotive Service Technicians and Mechanics,7200
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,0,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,7210
49-3041.00,Farm Equipment Mechanics and Service Technicians,0,49-3041.00,Farm Equipment Mechanics and Service Technicians,49-3041,Farm Equipment Mechanics and Service Technicians,7220
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",0,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",7220
49-3043.00,Rail Car Repairers,0,49-3043.00,Rail Car Repairers,49-3043,Rail Car Repairers,7220
49-3051.00,Motorboat Mechanics and Service Technicians,0,49-3051.00,Motorboat Mechanics and Service Technicians,49-3051,Motorboat Mechanics and Service Technicians,7240
49-3052.00,Motorcycle Mechanics,0,49-3052.00,Motorcycle Mechanics,49-3052,Motorcycle Mechanics,7240
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,0,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,7240
49-3091.00,Bicycle Repairers,0,49-3091.00,Bicycle Repairers,49-3091,Bicycle Repairers,7260
49-3092.00,Recreational Vehicle Service Technicians,0,49-3092.00,Recreational Vehicle Service Technicians,49-3092,Recreational Vehicle Service Technicians,7260
49-3093.00,Tire Repairers and Changers,0,49-3093.00,Tire Repairers and Changers,49-3093,Tire Repairers and Changers,7260
49-9011.00,Mechanical Door Repairers,0,49-9011.00,Mechanical Door Repairers,49-9011,Mechanical Door Repairers,7300
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",7300
49-9021.01,Heating and Air Conditioning Mechanics and Installers,0,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7315
49-9021.02,Refrigeration Mechanics and Installers,0,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7315
49-9031.00,Home Appliance Repairers,0,49-9031.00,Home Appliance Repairers,49-9031,Home Appliance Repairers,7320
49-9041.00,Industrial Machinery Mechanics,0,49-9041.00,Industrial Machinery Mechanics,49-9041,Industrial Machinery Mechanics,7330
49-9043.00,"Maintenance Workers, Machinery",0,49-9043.00,"Maintenance Workers, Machinery",49-9043,"Maintenance Workers, Machinery",7350
49-9044.00,Millwrights,0,49-9044.00,Millwrights,49-9044,Millwrights,7360
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",0,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",49-9045,"Refractory Materials Repairers, Except Brickmasons",7330
49-9051.00,Electrical Power-Line Installers and Repairers,0,49-9051.00,Electrical Power-Line Installers and Repairers,49-9051,Electrical Power-Line Installers and Repairers,7410
49-9052.00,Telecommunications Line Installers and Repairers,0,49-9052.00,Telecommunications Line Installers and Repairers,49-9052,Telecommunications Line Installers and Repairers,7420
49-9061.00,Camera and Photographic Equipment Repairers,0,49-9061.00,Camera and Photographic Equipment Repairers,49-9061,Camera and Photographic Equipment Repairers,7430
49-9062.00,Medical Equipment Repairers,0,49-9062.00,Medical Equipment Repairers,49-9062,Medical Equipment Repairers,7430
49-9063.00,Musical Instrument Repairers and Tuners,0,49-9063.00,Musical Instrument Repairers and Tuners,49-9063,Musical Instrument Repairers and Tuners,7430
49-9064.00,Watch Repairers,0,49-9064.00,Watch and Clock Repairers,49-9064,Watch and Clock Repairers,7430
49-9071.00,"Maintenance and Repair Workers, General",0,49-9071.00,"Maintenance and Repair Workers, General",49-9071,"Maintenance and Repair Workers, General",7340
49-9081.00,Wind Turbine Service Technicians,0,49-9081.00,Wind Turbine Service Technicians,49-9081,Wind Turbine Service Technicians,7440
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",1,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",7510
49-9092.00,Commercial Divers,0,49-9092.00,Commercial Divers,49-9092,Commercial Divers,7520
49-9093.00,"Fabric Menders, Except Garment",0,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",49-9099,"Installation, Maintenance, and Repair Workers, All Other",7630
49-9094.00,Locksmiths and Safe Repairers,0,49-9094.00,Locksmiths and Safe Repairers,49-9094,Locksmiths and Safe Repairers,7540
49-9095.00,Manufactured Building and Mobile Home Installers,0,49-9095.00,Manufactured Building and Mobile Home Installers,49-9095,Manufactured Building and Mobile Home Installers,7550
49-9096.00,Riggers,0,49-9096.00,Riggers,49-9096,Riggers,7560
49-9097.00,Signal and Track Switch Repairers,0,49-9097.00,Signal and Track Switch Repairers,49-9097,Signal and Track Switch Repairers,7610
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",0,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",7610
49-9099.01,Geothermal Technicians,0,49-9099.01,Geothermal Technicians,49-9099,"Installation, Maintenance, and Repair Workers, All Other",7630
51-1011.00,First-Line Supervisors of Production and Operating Workers,0,51-1011.00,First-Line Supervisors of Production and Operating Workers,51-1011,First-Line Supervisors of Production and Operating Workers,7700
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",7710
51-2021.00,"Coil Winders, Tapers, and Finishers",0,51-2021.00,"Coil Winders, Tapers, and Finishers",51-2021,"Coil Winders, Tapers, and Finishers",7720
51-2022.00,Electrical and Electronic Equipment Assemblers,0,51-2022.00,Electrical and Electronic Equipment Assemblers,51-2022,Electrical and Electronic Equipment Assemblers,7720
51-2023.00,Electromechanical Equipment Assemblers,0,51-2023.00,Electromechanical Equipment Assemblers,51-2023,Electromechanical Equipment Assemblers,7720
51-2031.00,Engine and Other Machine Assemblers,0,51-2031.00,Engine and Other Machine Assemblers,51-2031,Engine and Other Machine Assemblers,7730
51-2041.00,Structural Metal Fabricators and Fitters,0,51-2041.00,Structural Metal Fabricators and Fitters,51-2041,Structural Metal Fabricators and Fitters,7740
51-2091.00,Fiberglass Laminators and Fabricators,0,51-2051.00,Fiberglass Laminators and Fabricators,51-2051,Fiberglass Laminators and Fabricators,7750
51-2092.00,Team Assemblers,0,51-2092.00,Team Assemblers,51-2092,Team Assemblers,7750
51-2093.00,Timing Device Assemblers and Adjusters,0,51-2061.00,Timing Device Assemblers and Adjusters,51-2061,Timing Device Assemblers and Adjusters,7750
51-3011.00,Bakers,0,51-3011.00,Bakers,51-3011,Bakers,7800
51-3021.00,Butchers and Meat Cutters,0,51-3021.00,Butchers and Meat Cutters,51-3021,Butchers and Meat Cutters,7810
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",0,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",7810
51-3023.00,Slaughterers and Meat Packers,0,51-3023.00,Slaughterers and Meat Packers,51-3023,Slaughterers and Meat Packers,7810
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",7830
51-3092.00,Food Batchmakers,0,51-3092.00,Food Batchmakers,51-3092,Food Batchmakers,7840
51-3093.00,Food Cooking Machine Operators and Tenders,0,51-3093.00,Food Cooking Machine Operators and Tenders,51-3093,Food Cooking Machine Operators and Tenders,7850
